ShapeLineId,ShapeTemplateId,DesignName,StartX,StartY,EndX,EndY,Description,LineType
474,4,B,G+L+W+L+W-CTBK+BMG,CG + W + D + X4,G+L+W+L+W-CTBK+BMG + BM,CG + W + D + X4,,Registration
475,4,B,G-BMG,CG + W + 0,G-BMG-BM,CG + W + 0,,Registration
476,4,B,G+L+W+L+W-CTBK+BMG,CG + W + 0,G+L+W+L+W-CTBK+BMG + BM,CG + W + 0,,Registration
477,4,B,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
478,4,B,G + L + W + L + BMG,CG + W + (-W + R5),G + L + W + L + BMG + BM,CG + W + (-W + R5),,Registration
479,5,A,0,0 + R,0,H - R,,Cut
480,5,A,0+R,H,L-R,H,,Cut
481,5,A,L,H-R,L,0+R,,Cut
482,5,A,L-R,0,0+R,0,,Cut
483,6,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
484,6,A,G + L,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
485,6,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
486,6,A,G + L + W + L,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
487,6,A,G + 0,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
488,6,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
489,6,A,G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
490,6,A,G + L + Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
491,6,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
492,6,A,G + L + W + L + CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
493,6,A,G + E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
494,6,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
495,6,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Crease
496,6,A,(G + L + W + L + W) - CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + (L + W + L + W) - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
497,6,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),0,CG + W + (Tan(T * (22 / 7) / 180) * G) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
498,6,A,0,CG + W + (Tan(T * (22 / 7) / 180) * G) - (CG + W - (W * LOCK_PERCENTAGE %)),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
499,6,A,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
500,6,A,G + 0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
501,6,A,G + R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + E - R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
502,6,A,G + E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + E,CG + W + D + W - R5 - X5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
503,6,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
504,6,A,G + L - R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E + R5,CG + W + D + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
505,6,A,G + L - E,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - E,CG + W + D + W - R5 - X5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
506,6,A,G + Y + C,CG + W + D + W + X4 + C - (CG + W - (W * LOCK_PERCENTAGE %)),G + L - Y - C,CG + W + D + W + X4 + C - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
507,6,A,G + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
508,6,A,G + L + N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
509,6,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
510,6,A,G + L + W - Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1,CG + W + D + S2 - R13 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
511,6,A,G + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
512,6,A,G + L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
513,6,A,G + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + N,CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
514,6,A,G + L + W + L + W - CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
515,6,A,G + L + W + L + W - CTBK - N4,CG + W + D + N4 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
516,6,A,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
517,6,A,G + L + W + L + Y1,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1,CG + W + D + S2 - R13 - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
518,6,A,G + L + W + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
519,6,A,G + L + W + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)) - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
520,6,A,G + L + W + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + W - CTBK - N,CG + W + D + A - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
521,6,A,G + 0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + 0,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
522,6,A,G + 0,0,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)) - R9,0,,Cut
523,6,A,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)) + R9,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W /2),,Cut
524,6,A,G + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L,CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
525,6,A,G + L,0,(G + L)- ((W/2)/(TAN(T6 * (22 / 7) / 180)) - R9),0,,Cut
526,6,A,(G+ L)- (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W - (W * LOCK_PERCENTAGE %) - (CG + W - (W * LOCK_PERCENTAGE %)) + R9,(G + L) - (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W /2),,Cut
527,6,A,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W /2),(G + L) - (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W /2),,Cut
528,6,A,G + L + Y1,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + (W/2) + Y1 + X6,(W * LOCK_PERCENTAGE %) - (W/2)/(TAN(T6 * (22 / 7) / 180)),,Cut
529,6,A,G + L + (W/2) + Y1 + X6,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),G + L + W,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),,Cut
530,6,A,G + L + W,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),G + L + W,(W * LOCK_PERCENTAGE %),,Cut
531,6,A,G + L + W,(W * LOCK_PERCENTAGE %),G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W/2),,Cut
532,6,A,G + L + W + L,(W * LOCK_PERCENTAGE %),G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W/2),,Cut
533,6,A,G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)) - R9,0,G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)) + R9,0,,Cut
534,6,A,G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W/2),G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),0+R9,,Cut
535,6,A,G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),(W * LOCK_PERCENTAGE %) - (W/2),G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),0+R9,,Cut
536,6,A,G + L + W + L + Y1,(W * LOCK_PERCENTAGE %),G + L + W + L + Y1,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),,Cut
537,6,A,G + L + W + L + W - CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W +L+W-CTBK- (W/2) - X6,(W * LOCK_PERCENTAGE %) - (W/2)/(TAN(T6 * (22 / 7) / 180)),,Cut
538,6,A,G + L + W +L+W-CTBK- (W/2) - X6,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),G + L + W + L + Y1,(W * LOCK_PERCENTAGE %) - (L/2 - CTBK),,Cut
539,6,A,G + L,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + Y1,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
540,6,A,G + L + W + L,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + W + L + CTBK,CG + W - (CG + W - (W * LOCK_PERCENTAGE %)),,Cut
541,6,B,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
542,6,B,G + L,CG + W + 0,G + L,CG + W + D ,,Crease
543,6,B,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
544,6,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
545,6,B,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Crease
546,6,B,G + L + CTBK,CG + W + D,G + L + W,CG + W + D,,Crease
547,6,B,G + L + W + L + Y1,CG + W + D,G + L + W + L + W - CTBK,CG + W + D,,Crease
548,6,B,G + L + Y1,CG + W + 0,G + L + W,CG + W + 0,,Crease
549,6,B,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
550,6,B,G + L + W + L,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Crease
551,6,B,G + L + W + E,CG + W + (-W + R5),G + L + W + L - E,CG + W + (-W + R5),,Crease
552,6,B,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Crease
553,6,B,G + 0,CG + W + 0,G + L,CG + W + 0,,Cut
554,6,B,(G + L + W + L + W) - CTBK,CG + W + 0,G + (L + W + L + W) - CTBK,CG + W + D,,Cut
555,6,B,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
556,6,B,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
557,6,B,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
558,6,B,G + L + W,CG + W + 0,G + L + W,CG + W -W + R5,,Cut
559,6,B,G + L + W + R5,CG + W -W,G + L + W + E - R5,CG + W -W,,Cut
560,6,B,G + L + W + E,CG + W -W + R5,G + L + W + E,CG + W -W + R5 + X5,,Cut
561,6,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W -W + R5,,Cut
562,6,B,G + L + W + L - R5,CG + W -W,G + L + W + L - E + R5,CG + W -W,,Cut
563,6,B,G + L + W + L - E,CG + W -W + R5,G + L + W + L - E,CG + W -W + R5 + X5,,Cut
564,6,B,G + L + W + Y + C,CG + W + (-W - X4 - C),G + L + W + L - Y - C,CG + W -W - X4 - C,,Cut
565,6,B,G + L + W,CG + W + 0,G + L + W - N4,CG+W-N4,,Cut
566,6,B,G + L + W - N4,CG+W-N4,G + L + W - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
567,6,B,G + L,CG + W + 0,G + L + Y1,CG + W + 0,,Cut
568,6,B,G + L + Y1,CG + W + 0,G + L + Y1,CG + W + 0 - S2 + R13,,Cut
569,6,B,G + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
570,6,B,G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
571,6,B,G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W - N,CG + W -A,,Cut
572,6,B,G + L + W + L,CG + W + 0,G + L + W + L + N4,CG + W + 0 - N4,,Cut
573,6,B,G + L + W + L + N4,CG + W + 0 - N4,G + L + W + L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
574,6,B,G + L + W + L + W - CTBK,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0,,Cut
575,6,B,G + L + W + L + W - Y1,CG + W + 0,G + L + W + L + W - Y1,CG + W + 0 - S2 + R13,,Cut
576,6,B,G + L + W + L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W + L + W - Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
577,6,B,G + L + W + L + W - Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
578,6,B,G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W + L + N,CG + W -A,,Cut
579,6,B,G + 0,CG + W + D,G + 0,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
580,6,B,G + 0,CG + W + D + (W * LOCK_PERCENTAGE %),G+ (W/2)/(TAN(T6 * (22 / 7) / 180)) - R9,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
581,6,B,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W * LOCK_PERCENTAGE %) -R9,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W /2),,Cut
582,6,B,G + L,CG + W + D,G + L,CG + W + D +(W * LOCK_PERCENTAGE %),,Cut
583,6,B,G + L,CG + W + D + (W * LOCK_PERCENTAGE %),(G + L)- ((W/2)/(TAN(T6 * (22 / 7) / 180)) - R9),CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
584,6,B,(G+ L)- (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W * LOCK_PERCENTAGE %) - R9,(G + L) - (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W /2),,Cut
585,6,B,G+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W /2),(G + L) - (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W /2),,Cut
586,6,B,G + L + Y1,CG + W + D ,G + L + (W/2) + Y1 + X6,CG + W + D + ((W/2)/(TAN(T6 * (22 / 7) / 180))),,Cut
587,6,B,G + L + (W/2) + Y1 + X6,CG + W + D +  (L/2 - CTBK),G + L + W,CG + W + D +  (L/2 - CTBK),,Cut
588,6,B,G + L + W,CG + W + D +  (L/2 - CTBK),G + L + W,CG + W + D,,Cut
589,6,B,G + L + W,CG + W + D,G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W/2),,Cut
590,6,B,G + L + W + L,CG + W + D,G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W/2),,Cut
591,6,B,G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)) - R9,CG + W + D + (W * LOCK_PERCENTAGE %),G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)) + R9,CG + W + D + (W * LOCK_PERCENTAGE %),,Cut
592,6,B,G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W/2),G + L+ W+ (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W * LOCK_PERCENTAGE %) - R9,,Cut
593,6,B,G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W/2),G + L+ W+ L- (W/2)/(TAN(T6 * (22 / 7) / 180)),CG + W + D + (W * LOCK_PERCENTAGE %) - R9,,Cut
594,6,B,G + L + W + L + Y1,CG + W + D +  (L/2 - CTBK),G + L + W + L + Y1,CG + W + D,,Cut
595,6,B,G + L + W + L + W - CTBK,CG + W + D,G + L +W +L+W-CTBK- (W/2)/(TAN(T63 * (22 / 7) / 180)),CG + W + D + (W/2)/(TAN(T6 * (22 / 7) / 180)),,Cut
596,6,B,G + L +W +L+W-CTBK- (W/2)/(TAN(T63 * (22 / 7) / 180)),CG + W + D +  (L/2 - CTBK),G + L + W + L + Y1,CG + W + D +  (L/2 - CTBK),,Cut
597,6,B,G + L,CG + W + D,G + L + Y1,CG + W + D ,,Cut
598,6,B,G + L + W + L,CG + W + D ,G + L + W + L + Y1,CG + W + D ,,Cut
599,6,A,0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,0,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
600,6,A,G,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
601,6,A,G + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
602,6,A,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L + W,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
603,6,A,G + L + W + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G + L + W + L,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
604,6,A,G+L+W+L+W-CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG,G+ L+W+L+W-CTBK,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)) - BMG - BM,,Registration
605,6,A,0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,0,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
606,6,A,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G + L + W,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
607,6,A,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G + L + W + L,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
608,6,A,G+L+W+L+W-CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG,G+L+W+L+W-CTBK,CG + W + D - (CG + W - (W * LOCK_PERCENTAGE %)) + BMG + BM,,Registration
609,6,A,G-BMG,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
610,6,A,G+L+W+L+W-CTBK+BMG,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),G+L+W+L+W-CTBK+BMG + BM,CG + W + 0 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
611,6,A,G-BMG,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
612,6,A,G+L+W+L+W-CTBK+BMG,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),G+L+W+L+W-CTBK+BMG + BM,CG + W + D + X4 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
613,6,A,G - BMG,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G-BMG-BM,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
614,6,A,G + L + BMG,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),G + L + BMG + BM,CG + W + D + W - R5 - (CG + W - (W * LOCK_PERCENTAGE %)),,Registration
615,6,B,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
616,6,B,G,CG + W + D + BMG,G,CG + W + D + BMG + BM,,Registration
617,6,B,G + L,CG + W + D + BMG,G + L,CG + W + D + BMG + BM,,Registration
618,6,B,G + L + W,CG + W + D + BMG,G + L + W,CG + W + D + BMG + BM,,Registration
619,6,B,G + L + W + L,CG + W + D + BMG,G + L + W + L,CG + W + D + BMG + BM,,Registration
620,6,B,G+L+W+L+W-CTBK,CG + W + D + BMG,G+ L+W+L+W-CTBK,CG + W + D + BMG + BM,,Registration
621,6,B,0,CG + W + 0 - BMG,0,CG + W + 0 - BMG - BM,,Registration
622,6,B,G,CG + W + 0 - BMG,G,CG + W + 0 - BMG - BM,,Registration
623,6,B,G + L,CG + W + 0 - BMG,G + L,CG + W + 0 - BMG - BM,,Registration
624,6,B,G+L+W+L+W-CTBK,CG + W + 0 - BMG,G+L+W+L+W-CTBK,CG + W + 0 - BMG - BM,,Registration
625,6,B,G-BMG,CG + W + D + X4,G-BMG-BM,CG + W + D + X4,,Registration
626,6,B,G+L+W+L+W-CTBK+BMG,CG + W + D + X4,G+L+W+L+W-CTBK+BMG + BM,CG + W + D + X4,,Registration
627,6,B,G-BMG,CG + W + 0,G-BMG-BM,CG + W + 0,,Registration
628,6,B,G+L+W+L+W-CTBK+BMG,CG + W + 0,G+L+W+L+W-CTBK+BMG + BM,CG + W + 0,,Registration
629,6,B,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
630,6,B,G + L + W + L + BMG,CG + W + (-W + R5),G + L + W + L + BMG + BM,CG + W + (-W + R5),,Registration
631,7,A,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
632,7,A,G + L,CG + W + 0,G + L,CG + W + D,,Crease
633,7,A,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
634,7,A,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
635,7,A,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Crease
636,7,A,G + L,CG + W + D,G + L + W - Y1,CG + W + D,,Crease
637,7,A,G + L + W + L + Y1,CG + W + D,G + L + W + L + W - CTBK,CG + W + D,,Crease
638,7,A,G + L,CG + W + 0,G + L + W - Y1,CG + W + 0,,Crease
639,7,A,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Cut
640,7,A,G + L + W + L + Y1,CG + W + 0,G + L + W + L + W - CTBK,CG + W + 0,,Crease
641,7,A,G + E,CG + W + D + W - R5,G + L - E,CG + W + D + W - R5,,Crease
642,7,A,G + E,CG + W + (-W + R5),G + L - E,CG + W + (-W + R5),,Crease
643,7,A,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Cut
644,7,A,G + 0,CG + W + 0,G + L,CG + W + 0,,Crease
