ShapeLineId,ShapeTemplateId,DesignName,StartX,StartY,EndX,EndY,Description,LineType
856,8,A,G + L + BMG,CG + W + (-W + R5),G + L + BMG + BM,CG + W + (-W + R5),,Registration
857,8,A,G - BMG,CG + W + D + W - R5,G - BMG - BM,CG + W + D + W - R5,,Registration
858,8,A,G + L + BMG,CG + W + D + W - R5,G + L + BMG + BM,CG + W + D + W - R5,,Registration
859,8,B,G + 0,CG + W + 0,G + 0,CG + W + D,,Crease
860,8,B,G + L,CG + W + 0,G + L,CG + W + D,,Crease
861,8,B,G + L + W,CG + W + 0,G + L + W,CG + W + D,,Crease
862,8,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W + D,,Crease
863,8,B,G + 0,CG + W + D + X4,G + L,CG + W + D + X4,,Crease
864,8,B,G + L + Y1,CG + W + D,G + L + W ,CG + W + D,,Crease
865,8,B,G + L + W + L,CG + W + D,G + L + W + L + W - Y1- CTBK,CG + W + D,,Crease
866,8,B,G + L + Y1,CG + W + 0,G + L + W ,CG + W + 0,,Crease
867,8,B,G + L + W,CG + W + 0,G + L + W + L,CG + W + 0,,Crease
868,8,B,G + L + W + L,CG + W + 0,G + L + W + L + W - Y1- CTBK,CG + W + 0,,Crease
869,8,B,G + L + W + E,CG + W + D + W - R5,G  + L + W + L - E,CG + W + D + W - R5,,Crease
870,8,B,G + L + W + E,CG + W + (-W + R5),G  + L + W + L - E,CG + W + (-W + R5),,Crease
871,8,B,G + L + W,CG + W + D,G + L + W + L,CG + W + D,,Crease
872,8,B,G + 0,CG + W + 0,G + L,CG + W + 0,,Cut
873,8,B,(G + L + W + L + W) - CTBK,CG + W + 0,G + (L + W + L + W) - CTBK,CG + W + D,,Cut
874,8,B,G + 0,CG + W + 0,0,CG + W + (Tan(T * (22 / 7) / 180) * G),,Cut
875,8,B,0,CG + W + (Tan(T * (22 / 7) / 180) * G),0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),,Cut
876,8,B,0,CG + W + D - ((Tan(T * (22 / 7) / 180) * G)),G + 0,CG + W + D,,Cut
877,8,B,G + L + W + 0,CG + W + D,G + L + W + 0,CG + W + D + W - R5,,Cut
878,8,B,G + L + W + R5,CG + W + D + W,G + L + W + E - R5,CG + W + D + W,,Cut
879,8,B,G + L + W + E,CG + W + D + W - R5,G  + L + W + E,CG + W + D + W - R5 - X5,,Cut
880,8,B,G + L + W + L,CG + W + D,G + L + W + L,CG + W + D + W - R5,,Cut
881,8,B,G + L + W + L - R5,CG + W + D + W,G + L + W + L - E + R5,CG + W + D + W,,Cut
882,8,B,G + L + W+ L - E,CG + W + D + W - R5,G  + L + W + L - E,CG + W + D + W - R5 - X5,,Cut
883,8,B,G + L + W + Y + C,CG + W + D + W + X4 + C,G + L + W + L - Y - C,CG + W + D + W + X4 + C,,Cut
884,8,B,G + L + W,CG + W + 0,G + L + W,CG + W -W + R5,,Cut
885,8,B,G + L + W + R5,CG + W -W,G + L + W + E - R5,CG + W -W,,Cut
886,8,B,G + L + W+ E,CG + W -W + R5,G + L + W+ E,CG + W -W + R5 + X5,,Cut
887,8,B,G + L + W + L,CG + W + 0,G + L + W + L,CG + W -W + R5,,Cut
888,8,B,G + L + W + L - R5,CG + W -W,G + L + W+ L - E + R5,CG + W -W,,Cut
889,8,B,G + L + W+ L - E,CG + W -W + R5,G + L + W+ L - E,CG + W -W + R5 + X5,,Cut
890,8,B,G + L + W+ Y + C,CG + W + (-W - X4 - C),G + L + W + L - Y - C,CG + W -W - X4 - C,,Cut
891,8,B,G + L + W + L,CG + W + D,G  + L + W+ L + N4,CG + W + D + N4,,Cut
892,8,B,G + L + W + L + N4,CG + W + D + N4,G + L + W+ L + N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
893,8,B,G + L + W + L + W,CG + W + D,G + L + W + L + W - Y1,CG + W + D,,Cut
894,8,B,G + L + W + L + W - Y1,CG + W + D,G + L + W+ L + W - Y1,CG + W + D + S2 - R13,,Cut
895,8,B,G + L + W + L + W - Y1 - (TempB),CG + W + D + S2 - R13 + (TempP),G  + L + W+ L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
896,8,B,G + L + W+ L + W - Y1 - N - (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + W+ L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
897,8,B,G + L + W + L + W - Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G  + L + W+ L + N,CG + W + D + A,,Cut
898,8,B,G + L + W - CTBK,CG + W + D,G + L + W - CTBK - N4,CG + W + D + N4,,Cut
899,8,B,G + L + W - CTBK - N4,CG + W + D + N4,G + L + W - CTBK - N4,CG + W + D + (X4 + W - X6 + C + OFST) / 2,,Cut
900,8,B,G + L,CG + W + D,G + L + Y1,CG + W + D,,Cut
901,8,B,G + L + Y1,CG + W + D,G + L + Y1,CG + W + D + S2 - R13,,Cut
902,8,B,G + L + Y1 + (TempB),CG + W + D + S2 - R13 + (TempP),G + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),,Cut
903,8,B,G + L + Y1 + N + (TempB),CG + W + D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,,Cut
904,8,B,G + L + Y1 + N + (TempB) + (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W + D + A,G + L + W - CTBK - N,CG + W + D + A,,Cut
905,8,B,G + L + W - CTBK,CG + W + 0,G + L + W - CTBK - N4,CG+W-N4,,Cut
906,8,B,G + L + W - CTBK - N4,CG+W-N4,G + L + W - CTBK - N4,CG + W -(X4 + W - X6 + C + OFST) / 2,,Cut
907,8,B,G + L,CG + W + 0,G + L + Y1,CG + W + 0,,Cut
908,8,B,G + L + Y1,CG + W + 0,G + L + Y1,CG + W + 0 - S2 + R13,,Cut
909,8,B,G + L + Y1 + (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
910,8,B,G + L + Y1 + N + (TempB),CG + W + 0 - S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
911,8,B,G + L + Y1 + N + (TempB) + (((0 + A) - (0 + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G + L + W - CTBK - N4,CG + W -A,,Cut
912,8,B,G + L + W + L,CG + W + 0,G + L + W+ L + N4,CG + W + 0 - N4,,Cut
913,8,B,G  + L + W+ L + N4,CG + W + 0 - N4,G  + L + W+ L + N4,CG + W + 0 - (X4 + W - X6 + C + OFST) / 2,,Cut
914,8,B,G + L + W+ L + W,CG + W + 0,G  + L + W+ L + W - Y1,CG + W + 0,,Cut
915,8,B,G + L + W + L + W - Y1,CG + W + 0,G  + L + W+ L + W - Y1,CG + W + 0 - S2 + R13,,Cut
916,8,B,G + L + W+ L + W - Y1 - (TempB),CG + W + 0 - S2 + R13 - (TempP),G + L + W+ L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),,Cut
917,8,B,G + L + W + L + W- Y1 - N - (TempB),CG + W -S2 + R13 - (TempP) - (N * Tan(2 * PI * T6 / 360.0)),G + L + W+ L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,,Cut
918,8,B,G  + L + W+ L + W- Y1 - N - (TempB) - (((D + A) - (D + S2 - R13 + (TempP) + (N * Tan(2 * PI * T6 / 360.0)))) * Tan(2 * PI * T7 / 360.0)),CG + W -A,G  + L + W+ L + N,CG + W -A,,Cut
919,8,B,G,CG + W - BMG,G,CG + W - BMG - BM,,Registration
920,8,B,0,CG + W - BMG,0,CG + W - BMG - BM,,Registration
921,8,B,G + L ,CG + W - BMG,G + L ,CG + W - BMG - BM,,Registration
922,8,B,(G + L + W + L + W) - CTBK,CG + W - BMG,(G + L + W + L + W) - CTBK,CG + W - BMG - BM,,Registration
923,8,B,0,CG + W + D + BMG,0,CG + W + D + BMG + BM,,Registration
924,8,B,G - BMG,CG + W + D + ((W + X4 + C) / 2),G - (BMG + BM),CG + W + D + ((W + X4 + C) / 2),,Registration
925,8,B,G + L  + BMG,CG + W + D + ((W + X4 + C) / 2),G + L  + BMG + BM,CG + W + D + ((W + X4 + C) / 2),,Registration
926,8,B,(G + L + W + L + W) - CTBK,CG + W + D + BMG,(G + L + W + L + W) - CTBK,CG + W + D + BMG + BM,,Registration
927,8,B,G  - BMG,CG + W + 0,G - BMG - BM,CG + W + 0,,Registration
928,8,B,G  - BMG,CG + W + D + X4,G - BMG - BM,CG + W + D + X4,,Registration
929,8,B,(G + L + W + L + W) - CTBK + BMG,CG + W + D,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + D,,Registration
930,8,B,(G + L + W + L + W) - CTBK + BMG,CG + W + 0,(G + L + W + L + W) - CTBK + BMG + BM,CG + W + 0,,Registration
931,8,B,G + L + W - BMG,CG + W + (-W + R5),G + L + W - BMG - BM,CG + W + (-W + R5),,Registration
932,8,B,G  + L + W+ L + BMG,CG + W + (-W + R5),G + L + W+ L + BMG + BM,CG + W + (-W + R5),,Registration
933,8,B,G + L + W - BMG,CG + W + D + W - R5,G + L + W- BMG - BM,CG + W + D + W - R5,,Registration
934,8,B,G + L + W+ L + BMG,CG + W + D + W - R5,G + L + W+ L + BMG + BM,CG + W + D + W - R5,,Registration
935,8,A,G + L +  W,CG + W,G + L +  W,CG + W- ((W + X4 + C) / 2),,Cut
936,8,A,G + L +  W,((W + X4 + C) / 2),G + L +  W,0,,Cut
937,8,A,G + L +  W,0,G + L +  W + L,0,,Cut
938,8,A,G + L +  W + L,0,G + L +  W + L,CG + W - ((W + X4 + C) / 2),,Cut
939,8,A,G + L +  W + L,CG + W - ((W + X4 + C) / 2),G + L +  W + L,CG + W ,,Cut
940,8,A,G + L +  W,CG + W - ((W + X4 + C) / 2),G + L +  W + L,CG + W - ((W + X4 + C) / 2),,Crease
941,8,B,G ,CG + W + D,G,CG + W + D + ((W + X4 + C) / 2),,Cut
942,8,B,G,CG + W + D + ((W + X4 + C) / 2),G,CG + W + D + W + X4 + C,,Cut
943,8,B,G,CG + W + D + W + X4 + C,G + L,CG + W + D + W + X4 + C,,Cut
944,8,B,G + L,CG + W + D + W + X4 + C,G + L,CG + W + D + ((W + X4 + C) / 2),,Cut
945,8,B,G + L,CG + W + D + ((W + X4 + C) / 2),G + L,CG + W + D,,Cut
946,8,B,G,CG + W + D + ((W + X4 + C) / 2),G + L,CG + W + D + ((W + X4 + C) / 2),,Crease
